tracking_id	shCtrl-1_0	shCtrl-2_0	shU-1_0	shU-2_0	Gene_ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSMUSG00000080912.1	0.0	0.0	0.0	0.0	ENSMUSG00000080912	ENSMUSG00000080912	61130591	61131307	Gm12269	11
ENSMUSG00000080913.1	0.0	0.0	0.0	0.0	ENSMUSG00000080913	ENSMUSG00000080913	103939301	103939541	Gm12719	4
ENSMUSG00000080914.1	0.0	0.0	0.0	0.0	ENSMUSG00000080914	ENSMUSG00000080914	13326023	13327019	Gm7129	X
ENSMUSG00000080915.1	0.0	0.0	0.0	0.0	ENSMUSG00000080915	ENSMUSG00000080915	145833317	145834134	Gm6446	X
ENSMUSG00000080916.3	0.0	0.107149	0.0	0.0	ENSMUSG00000080916	ENSMUSG00000080916	44752277	44753125	Gm12463	4
ENSMUSG00000080917.1	0.0	0.020643400000000003	0.0	0.0217959	ENSMUSG00000080917	ENSMUSG00000080917	3788883	3799631	Gm15925	7
ENSMUSG00000080918.1	0.0	0.0	0.0	0.0	ENSMUSG00000080918	ENSMUSG00000080918	51099011	51113200	Gm12202	11
ENSMUSG00000080919.1	0.0	0.0	0.0	0.0	ENSMUSG00000080919	ENSMUSG00000080919	18471669	18472114	Gm11854	4
ENSMUSG00000080921.2	1.6130200000000001	0.542141	1.12595	2.42525	ENSMUSG00000080921	ENSMUSG00000080921	140746960	140747172	Rpl38-ps2	6
ENSMUSG00000080922.1	0.0	0.0	0.0	0.0	ENSMUSG00000080922	ENSMUSG00000080922	144320926	144321255	Gm2214	X
ENSMUSG00000080923.1	0.0	0.0	0.0	0.0	ENSMUSG00000080923	ENSMUSG00000080923	94311894	94312836	Gm5400	X
ENSMUSG00000080924.1	0.0	0.0	0.0	0.0	ENSMUSG00000080924	ENSMUSG00000080924	86528891	86530427	Olfr1078-ps1	2
ENSMUSG00000080925.1	0.0	0.0	0.0	0.0	ENSMUSG00000080925	ENSMUSG00000080925	83394180	83394881	Gm13682	2
ENSMUSG00000080927.1	0.0	0.0	0.0	0.0	ENSMUSG00000080927	ENSMUSG00000080927	83695275	83696185	Gm11430	11
ENSMUSG00000080928.1	0.149618	0.172514	0.364544	0.0	ENSMUSG00000080928	ENSMUSG00000080928	31991253	31991868	Hmgb1-ps6	16
ENSMUSG00000080929.1	0.0	0.0	0.0	0.0	ENSMUSG00000080929	ENSMUSG00000080929	122925833	122926072	Gm12891	4
ENSMUSG00000080930.1	0.0	0.0	0.0	0.0	ENSMUSG00000080930	ENSMUSG00000080930	15342625	15343420	Gm13367	2
ENSMUSG00000080932.2	0.0634507	0.072736	0.0	0.154558	ENSMUSG00000080932	ENSMUSG00000080932	122698414	122699028	Gm10224	6
ENSMUSG00000080933.3	0.0	0.0	0.0	0.0	ENSMUSG00000080933	ENSMUSG00000080933	37623318	37628612	Rhox3g	X
ENSMUSG00000080934.1	0.0	0.0	0.0	0.0	ENSMUSG00000080934	ENSMUSG00000080934	125019500	125019823	Gm12931	4
ENSMUSG00000080935.1	0.110545	0.0933346	0.06593969999999999	0.0328896	ENSMUSG00000080935	ENSMUSG00000080935	138364260	138365552	Got2-ps1	5
ENSMUSG00000080936.1	0.0	0.0	0.0	0.0	ENSMUSG00000080936	ENSMUSG00000080936	36336611	36337136	Olfr337-ps1	2
ENSMUSG00000080937.1	0.28299	0.168947	0.177704	0.181599	ENSMUSG00000080937	ENSMUSG00000080937	49185018	49185446	Gm13510	2
ENSMUSG00000080938.1	0.0	0.0	0.0	0.0	ENSMUSG00000080938	ENSMUSG00000080938	70978281	70978911	Gm6062	X
ENSMUSG00000080939.1	0.0	0.0	0.0	0.0	ENSMUSG00000080939	ENSMUSG00000080939	107279015	107279962	Gm9208	X
ENSMUSG00000080941.1	0.0	0.0	0.0	0.0	ENSMUSG00000080941	ENSMUSG00000080941	26859967	26860101	Gm16056	5
ENSMUSG00000080942.1	0.0	0.0495461	0.0	0.15748099999999998	ENSMUSG00000080942	ENSMUSG00000080942	38180728	38181626	Zfp36l1-ps	X
ENSMUSG00000080943.1	0.0	0.0	0.0	0.0	ENSMUSG00000080943	ENSMUSG00000080943	144302961	144304941	Gm13130	4
ENSMUSG00000080944.1	0.0	0.0	0.0	0.0	ENSMUSG00000080944	ENSMUSG00000080944	129761628	129761916	Gm12967	4
ENSMUSG00000080946.1	0.0	0.0	0.0	0.0	ENSMUSG00000080946	ENSMUSG00000080946	133882945	133883127	Gm12985	4
ENSMUSG00000080947.1	0.0	0.0	0.0	0.0	ENSMUSG00000080947	ENSMUSG00000080947	34068555	34068697	Gm12779	7
ENSMUSG00000080948.1	0.0	0.0	0.0	0.0	ENSMUSG00000080948	ENSMUSG00000080948	11220607	11221235	Gm14481	X
ENSMUSG00000080949.1	0.0	0.0	0.0	0.0	ENSMUSG00000080949	ENSMUSG00000080949	83451864	83458559	Gm13683	2
ENSMUSG00000080950.1	8.88903	7.961469999999999	12.3583	9.45782	ENSMUSG00000080950	ENSMUSG00000080950	152729159	152730559	Gm7278	1
ENSMUSG00000080951.1	0.0	0.0	0.0	0.0	ENSMUSG00000080951	ENSMUSG00000080951	52405316	52405478	Gm12208	11
ENSMUSG00000080952.1	0.0	0.0	0.0	0.0	ENSMUSG00000080952	ENSMUSG00000080952	9049287	9050112	Gm5379	X
ENSMUSG00000080953.1	0.0	0.0	0.0	0.0	ENSMUSG00000080953	ENSMUSG00000080953	136920241	136920658	Gm15025	X
ENSMUSG00000080954.1	0.0	0.0	0.0	0.0	ENSMUSG00000080954	ENSMUSG00000080954	116896951	116897340	Gm14919	X
ENSMUSG00000080955.1	0.0	0.0	0.0	0.0	ENSMUSG00000080955	ENSMUSG00000080955	170954079	170954824	Gm14263	2
ENSMUSG00000080956.1	0.192877	0.0	0.248027	0.256424	ENSMUSG00000080956	ENSMUSG00000080956	61112130	61112502	Gm16179	8
ENSMUSG00000080957.1	0.5910340000000001	1.13615	0.7653340000000001	0.9851270000000001	ENSMUSG00000080957	ENSMUSG00000080957	146248551	146249422	Gm15739	5
ENSMUSG00000080958.1	0.0	0.0	0.0	0.0	ENSMUSG00000080958	ENSMUSG00000080958	27222135	27222404	Gm11902	4
ENSMUSG00000080959.1	0.0	0.0	0.0	0.0	ENSMUSG00000080959	ENSMUSG00000080959	25622512	25643661	Gm2003	X
ENSMUSG00000080960.1	0.0	0.0	0.0	0.0	ENSMUSG00000080960	ENSMUSG00000080960	36539197	36539499	Olfr343-ps1	2
ENSMUSG00000080961.1	0.0	0.0	0.0	0.0	ENSMUSG00000080961	ENSMUSG00000080961	6260091	6260965	Gm11798	4
ENSMUSG00000080962.1	0.0	0.0	0.0	0.0	ENSMUSG00000080962	ENSMUSG00000080962	162982255	162983261	Gm11453	2
ENSMUSG00000080964.1	0.0	0.0	0.0	0.0	ENSMUSG00000080964	ENSMUSG00000080964	88578887	88580574	Ifna-ps1	4
ENSMUSG00000080965.1	0.0	0.0	0.0	0.0	ENSMUSG00000080965	ENSMUSG00000080965	115443399	115444031	Gm6461	X
ENSMUSG00000080966.1	0.0	0.0	0.0	0.0	ENSMUSG00000080966	ENSMUSG00000080966	74018793	74020134	Gm6263	13
ENSMUSG00000080967.1	0.309962	0.142023	0.0	0.226293	ENSMUSG00000080967	ENSMUSG00000080967	100361362	100362059	Gm12706	4
ENSMUSG00000080968.1	0.0	0.0	0.0	0.0	ENSMUSG00000080968	ENSMUSG00000080968	53883611	53884420	Atf1-ps	X
ENSMUSG00000080969.1	0.81124	0.49361499999999997	1.56669	1.11296	ENSMUSG00000080969	ENSMUSG00000080969	37139107	37139874	Gm12372	4
ENSMUSG00000080970.1	0.0	0.0	0.0	0.0	ENSMUSG00000080970	ENSMUSG00000080970	46646687	46646959	Gm12173	11
ENSMUSG00000080971.1	0.291877	0.0840562	0.177643	0.178892	ENSMUSG00000080971	ENSMUSG00000080971	62935698	62936323	Gm16128	10
ENSMUSG00000080972.1	0.186135	0.15866	0.0559793	0.392389	ENSMUSG00000080972	ENSMUSG00000080972	135698163	135699019	Gm16061	5
ENSMUSG00000080974.2	0.0	0.0	0.0	0.0	ENSMUSG00000080974	ENSMUSG00000080974	94615800	94616125	Gm9009	X
ENSMUSG00000080976.1	0.0	0.0	0.0	0.0	ENSMUSG00000080976	ENSMUSG00000080976	87304673	87304944	Gm11490	11
ENSMUSG00000080977.1	5.42004	7.00672	2.83988	6.86592	ENSMUSG00000080977	ENSMUSG00000080977	90804260	90804576	Gm13772	2
ENSMUSG00000080978.1	0.0	0.0	0.0	0.0	ENSMUSG00000080978	ENSMUSG00000080978	66563607	66564585	Gm12297	11
ENSMUSG00000080979.2	0.0	0.0	0.0	0.0	ENSMUSG00000080979	ENSMUSG00000080979	82507216	82507744	Gm13675	2
ENSMUSG00000080980.1	0.0	0.0	0.0	0.0	ENSMUSG00000080980	ENSMUSG00000080980	81572655	81573473	1700071K01Rik	11
ENSMUSG00000080981.1	0.0	0.25862199999999996	0.541741	0.0	ENSMUSG00000080981	ENSMUSG00000080981	45280594	45280954	Gm12161	11
ENSMUSG00000080982.1	0.0	0.0	0.0620366	0.0	ENSMUSG00000080982	ENSMUSG00000080982	59398986	59399781	Gm13549	2
ENSMUSG00000080983.1	0.0	0.0	0.0	0.0	ENSMUSG00000080983	ENSMUSG00000080983	161272237	161272840	Gm5419	X
ENSMUSG00000080984.1	0.0	0.0	0.0	0.0	ENSMUSG00000080984	ENSMUSG00000080984	79038533	79038734	Gm14469	2
ENSMUSG00000080985.1	0.0	0.0	0.0	0.0	ENSMUSG00000080985	ENSMUSG00000080985	58740639	58741501	Gm13559	2
ENSMUSG00000080986.1	0.0	0.0	0.0	0.0	ENSMUSG00000080986	ENSMUSG00000080986	86567120	86568064	Olfr1081-ps1	2
ENSMUSG00000080987.1	0.0	0.0	0.0	0.0	ENSMUSG00000080987	ENSMUSG00000080987	26856387	26856910	Gm12073	11
ENSMUSG00000080989.1	1.27328	1.5295299999999998	0.607805	0.505318	ENSMUSG00000080989	ENSMUSG00000080989	130880866	130882133	Gm14048	2
ENSMUSG00000080990.1	0.0	0.0	0.0	0.0	ENSMUSG00000080990	ENSMUSG00000080990	37666988	37673476	Olfr118	17
ENSMUSG00000080992.1	0.0	0.0	0.0	0.0	ENSMUSG00000080992	ENSMUSG00000080992	102659128	102659925	Psmb5-ps	11
ENSMUSG00000080993.1	0.0913995	0.318874	0.11218299999999999	0.0	ENSMUSG00000080993	ENSMUSG00000080993	123902422	123902965	Gm12903	4
ENSMUSG00000080994.1	0.0	0.0	0.0	0.0	ENSMUSG00000080994	ENSMUSG00000080994	43518464	43519398	Gm13464	2
ENSMUSG00000080995.1	0.0	0.0	0.0	0.0	ENSMUSG00000080995	ENSMUSG00000080995	93988318	93988819	Gm15165	X
ENSMUSG00000080996.2	0.0	0.0	0.0	0.0	ENSMUSG00000080996	ENSMUSG00000080996	40137008	40137556	Gm4986	X
ENSMUSG00000080997.1	0.0245493	0.055187400000000005	0.0	0.0583169	ENSMUSG00000080997	ENSMUSG00000080997	22006762	22008189	Gm11885	4
ENSMUSG00000080998.1	0.0	0.0	0.0	0.0	ENSMUSG00000080998	ENSMUSG00000080998	19893657	19894119	Gm5384	X
ENSMUSG00000080999.1	0.0	0.9791780000000001	1.3636	0.0	ENSMUSG00000080999	ENSMUSG00000080999	23746166	23746499	Gm11336	13
ENSMUSG00000081000.1	0.0	0.0	0.0	0.0	ENSMUSG00000081000	ENSMUSG00000081000	79212796	79213243	Gm11200	11
ENSMUSG00000081001.1	0.0	0.0	0.0	0.0	ENSMUSG00000081001	ENSMUSG00000081001	62646725	62647206	Gm14678	X
ENSMUSG00000081002.1	0.0	0.0	0.0	0.0	ENSMUSG00000081002	ENSMUSG00000081002	156056128	156056673	Gm14240	2
ENSMUSG00000081003.1	0.5631229999999999	0.0	0.376423	0.0	ENSMUSG00000081003	ENSMUSG00000081003	176742172	176742495	Gm14301	2
ENSMUSG00000081004.1	0.0	0.0	0.0	0.0	ENSMUSG00000081004	ENSMUSG00000081004	103529483	103529707	Gm9157	X
ENSMUSG00000081005.1	0.0	0.0	0.176706	0.177032	ENSMUSG00000081005	ENSMUSG00000081005	5156392	5157217	Gm13198	2
ENSMUSG00000081006.1	0.0	0.0	0.0	0.0	ENSMUSG00000081006	ENSMUSG00000081006	115543385	115545064	Cyp4b1-ps1	4
ENSMUSG00000081007.1	0.0	0.0	0.0	0.0	ENSMUSG00000081007	ENSMUSG00000081007	94828186	94828930	Gm11543	11
ENSMUSG00000081008.1	0.885811	1.14219	0.396969	0.0	ENSMUSG00000081008	ENSMUSG00000081008	14691394	14691728	Gm13314	2
ENSMUSG00000081009.1	0.0	0.0	0.0	0.0	ENSMUSG00000081009	ENSMUSG00000081009	138872023	138872607	Gm14065	2
ENSMUSG00000081010.2	0.116369	0.274408	0.144571	0.0	ENSMUSG00000081010	ENSMUSG00000081010	103819003	103819476	Gm13880	2
ENSMUSG00000081011.1	0.0	0.0	0.0	0.0	ENSMUSG00000081011	ENSMUSG00000081011	28612326	28612742	Gm11913	4
ENSMUSG00000081012.1	0.0	0.0	0.0	0.0	ENSMUSG00000081012	ENSMUSG00000081012	166024033	166024420	Gm15224	X
ENSMUSG00000081013.1	0.0	0.0	0.0	0.10145599999999999	ENSMUSG00000081013	ENSMUSG00000081013	154086835	154087414	Gm14497	2
ENSMUSG00000081014.1	0.0	0.0	0.0	0.0	ENSMUSG00000081014	ENSMUSG00000081014	85268013	85268233	Gm13714	2
ENSMUSG00000081016.1	0.0	0.0	0.0	0.0	ENSMUSG00000081016	ENSMUSG00000081016	108687074	108688035	Olfr1397-ps1	11
ENSMUSG00000081017.1	0.0	0.0	0.0	0.0	ENSMUSG00000081017	ENSMUSG00000081017	138522506	138523748	Gm15000	X
ENSMUSG00000081018.1	0.0	0.0	0.0	0.0	ENSMUSG00000081018	ENSMUSG00000081018	139795000	139795105	Gm15012	X
ENSMUSG00000081020.1	0.0	0.0	0.0	0.0	ENSMUSG00000081020	ENSMUSG00000081020	8971505	8972790	Gm14509	X
ENSMUSG00000081021.1	0.0	0.0	0.0	0.0	ENSMUSG00000081021	ENSMUSG00000081021	5634139	5634582	Gm11964	11
ENSMUSG00000081022.1	0.0	0.0	0.0	0.0	ENSMUSG00000081022	ENSMUSG00000081022	33126802	33127261	Gm15936	5
ENSMUSG00000081023.1	0.0	0.0	0.0	0.0	ENSMUSG00000081023	ENSMUSG00000081023	147271837	147272649	Gm15766	6
ENSMUSG00000081024.1	0.0	0.0	0.0	0.0	ENSMUSG00000081024	ENSMUSG00000081024	56190932	56191498	Gm14627	X
ENSMUSG00000081025.1	0.0	0.0	0.0	0.0	ENSMUSG00000081025	ENSMUSG00000081025	33001995	33002321	Gm11943	4
ENSMUSG00000081026.1	0.0179864	0.0	0.0	0.0	ENSMUSG00000081026	ENSMUSG00000081026	15819074	15821370	Gm11855	4
ENSMUSG00000081029.1	0.0	0.0	0.0	0.0	ENSMUSG00000081029	ENSMUSG00000081029	141302349	141302710	Gm15077	X
ENSMUSG00000081030.1	0.0	0.0	0.0	0.0	ENSMUSG00000081030	ENSMUSG00000081030	95039162	95039625	Gm12704	4
ENSMUSG00000081033.1	0.0	0.0	0.0	0.0	ENSMUSG00000081033	ENSMUSG00000081033	89111017	89112496	Gm14797	X
ENSMUSG00000081034.1	0.0	0.0	0.0	0.0	ENSMUSG00000081034	ENSMUSG00000081034	115458894	115459894	Gm5944	X
ENSMUSG00000081036.1	0.0	0.0	0.0	0.0	ENSMUSG00000081036	ENSMUSG00000081036	43823924	43824558	Gm14628	X
ENSMUSG00000081037.2	0.0	0.0	0.0	0.0	ENSMUSG00000081037	ENSMUSG00000081037	112000180	112001304	Gm13929	2
ENSMUSG00000081038.1	0.0	0.0	0.0	0.0	ENSMUSG00000081038	ENSMUSG00000081038	103691800	103692117	Olfr626-ps1	7
ENSMUSG00000081041.1	0.0	0.0	0.0	0.0	ENSMUSG00000081041	ENSMUSG00000081041	87163948	87167315	Nlk-ps1	2
ENSMUSG00000081042.1	0.374494	3.00154e-05	0.112102	0.0	ENSMUSG00000081042	ENSMUSG00000081042	8105294	8106113	Psmb7-ps2	X
ENSMUSG00000081043.1	0.200651	0.307223	0.0	0.244928	ENSMUSG00000081043	ENSMUSG00000081043	90538484	90539146	Gm11512	11
ENSMUSG00000081044.2	0.0	0.0	0.0	0.0	ENSMUSG00000081044	ENSMUSG00000081044	93968659	93975470	AU015836	X
ENSMUSG00000081045.1	0.0	0.0	0.0	0.0	ENSMUSG00000081045	ENSMUSG00000081045	101884040	101884312	Gm12797	4
ENSMUSG00000081046.1	0.0514394	0.28926199999999996	0.0	0.0305714	ENSMUSG00000081046	ENSMUSG00000081046	98664366	98666137	Gm12846	4
ENSMUSG00000081047.1	0.0	0.0	0.0	0.0	ENSMUSG00000081047	ENSMUSG00000081047	85585104	85586042	Olfr997-ps1	2
ENSMUSG00000081048.1	0.0	0.0	0.0	0.0	ENSMUSG00000081048	ENSMUSG00000081048	74044388	74045183	Gm11760	4
ENSMUSG00000081049.1	0.16233499999999998	0.195987	0.205886	0.0	ENSMUSG00000081049	ENSMUSG00000081049	79195047	79195448	Rps24-ps3	X
ENSMUSG00000081050.1	0.0	0.0	0.0	0.0	ENSMUSG00000081050	ENSMUSG00000081050	51892893	51894131	Gm12461	4
ENSMUSG00000081051.2	53.7868	60.6886	62.2108	68.7447	ENSMUSG00000081051	ENSMUSG00000081051	95498621	95499151	Gm15427	1
ENSMUSG00000081052.1	0.0374338	0.29644499999999996	0.0897029	0.17932	ENSMUSG00000081052	ENSMUSG00000081052	11190254	11191265	Gm6305	16
ENSMUSG00000081053.1	0.0	0.0	0.0	0.0	ENSMUSG00000081053	ENSMUSG00000081053	61857321	61857876	Mup-ps17	4
ENSMUSG00000081054.1	0.0	0.0	0.0	0.0	ENSMUSG00000081054	ENSMUSG00000081054	19360926	19361069	Gm12025	11
ENSMUSG00000081055.1	0.0	0.0	0.0	0.0	ENSMUSG00000081055	ENSMUSG00000081055	94023860	94024626	Gm6987	X
ENSMUSG00000081056.1	0.510707	0.0	0.0	0.0	ENSMUSG00000081056	ENSMUSG00000081056	119878069	119878403	Gm13998	2
ENSMUSG00000081057.1	0.0	0.0	0.0	0.0	ENSMUSG00000081057	ENSMUSG00000081057	85808317	85808980	Olfr1017-ps1	2
ENSMUSG00000081058.2	12.0351	13.1549	7.05359	7.630960000000001	ENSMUSG00000081058	ENSMUSG00000081058	96238108	96239127	Hist2h3c2	3
ENSMUSG00000081059.1	0.0	0.0	0.0	0.0	ENSMUSG00000081059	ENSMUSG00000081059	3470902	3471377	Gm11945	11
ENSMUSG00000081060.1	0.0	0.0	0.0	0.0	ENSMUSG00000081060	ENSMUSG00000081060	22960813	22961773	Gm11318	13
ENSMUSG00000081061.1	0.0	0.0	0.0	0.0	ENSMUSG00000081061	ENSMUSG00000081061	76301183	76301954	Gm14712	X
ENSMUSG00000081062.1	0.0	0.0	0.0	0.0	ENSMUSG00000081062	ENSMUSG00000081062	73809162	73809425	Gm13640	2
ENSMUSG00000081063.1	0.0	0.0	0.0	0.0	ENSMUSG00000081063	ENSMUSG00000081063	13606034	13606769	Gm11825	4
ENSMUSG00000081064.1	0.0	0.0	0.0	0.0	ENSMUSG00000081064	ENSMUSG00000081064	22305800	22306274	Gm6071	X
ENSMUSG00000081065.1	0.0	0.0	0.0	0.0	ENSMUSG00000081065	ENSMUSG00000081065	64569863	64570640	Gm13576	2
ENSMUSG00000081066.1	0.0	0.0	0.0	0.0	ENSMUSG00000081066	ENSMUSG00000081066	112705170	112706236	Gm12817	4
ENSMUSG00000081067.1	0.0	0.0	0.0	0.0	ENSMUSG00000081067	ENSMUSG00000081067	75147609	75148989	Gm12912	4
ENSMUSG00000081068.1	0.0	0.0	0.0	0.0	ENSMUSG00000081068	ENSMUSG00000081068	111290118	111291116	Gm12804	4
ENSMUSG00000081069.1	0.0	0.0	0.0	0.0	ENSMUSG00000081069	ENSMUSG00000081069	111926259	111927990	Gm13928	2
ENSMUSG00000081070.1	0.0	0.0	0.0	0.0	ENSMUSG00000081070	ENSMUSG00000081070	3686362	3687430	Gm13181	2
ENSMUSG00000081071.1	0.0	0.0	0.0	0.0	ENSMUSG00000081071	ENSMUSG00000081071	24256822	24257037	Gm9836	5
ENSMUSG00000081072.1	0.0	0.0	0.0	0.0	ENSMUSG00000081072	ENSMUSG00000081072	131558228	131559516	Gm14977	X
ENSMUSG00000081073.1	0.0	0.0	0.0	0.0	ENSMUSG00000081073	ENSMUSG00000081073	88572052	88579744	Gm13758	2
ENSMUSG00000081076.2	5.68253	5.79932	5.76098	5.87237	ENSMUSG00000081076	ENSMUSG00000081076	33038816	33039703	Rpsa-ps4	11
ENSMUSG00000081077.1	0.744907	0.645393	0.6155079999999999	0.580015	ENSMUSG00000081077	ENSMUSG00000081077	17711687	17712941	Gm13899	6
ENSMUSG00000081078.1	0.0	0.0	0.0	0.0	ENSMUSG00000081078	ENSMUSG00000081078	46243571	46244194	Gm12568	11
ENSMUSG00000081079.1	0.0	0.0	0.0	0.0	ENSMUSG00000081079	ENSMUSG00000081079	141976779	141977343	Gm13059	4
ENSMUSG00000081080.1	0.0	0.0	0.0	0.0	ENSMUSG00000081080	ENSMUSG00000081080	22385649	22386534	Vmn1r-ps102	13
ENSMUSG00000081081.1	0.0	0.0	0.0	0.0	ENSMUSG00000081081	ENSMUSG00000081081	106176314	106176926	Gm14856	X
ENSMUSG00000081082.1	0.0	0.0	0.0	0.0	ENSMUSG00000081082	ENSMUSG00000081082	112958619	112958826	Gm14937	X
ENSMUSG00000081083.1	0.0	0.0	0.0	0.0	ENSMUSG00000081083	ENSMUSG00000081083	7686951	7687354	Gm6079	X
ENSMUSG00000081084.1	0.0	0.0	0.0	0.0	ENSMUSG00000081084	ENSMUSG00000081084	68629428	68630685	Gm5638	X
ENSMUSG00000081085.1	0.0	0.0	0.0	0.0	ENSMUSG00000081085	ENSMUSG00000081085	42124621	42124853	Gm13463	2
ENSMUSG00000081086.1	0.0	0.0	0.0	0.41462	ENSMUSG00000081086	ENSMUSG00000081086	149096383	149096702	Gm9506	4
ENSMUSG00000081087.1	814.559	722.2810000000001	871.586	825.01	ENSMUSG00000081087	ENSMUSG00000081087	152185291	152185682	Rps15a-ps7	2
ENSMUSG00000081088.1	0.0	0.0	0.0	0.0	ENSMUSG00000081088	ENSMUSG00000081088	112042800	112043578	Gm11679	11
ENSMUSG00000081089.1	0.0	0.0	0.0	0.0	ENSMUSG00000081089	ENSMUSG00000081089	55904723	55912887	Gm14624	X
ENSMUSG00000081092.1	0.0	0.0	0.0	0.0	ENSMUSG00000081092	ENSMUSG00000081092	150521093	150522300	Gm14128	2
ENSMUSG00000081093.1	0.0	0.0	0.0	0.0	ENSMUSG00000081093	ENSMUSG00000081093	37599424	37600072	Gm12565	3
ENSMUSG00000081094.1	3.0348	3.74422	5.615880000000001	3.83126	ENSMUSG00000081094	ENSMUSG00000081094	19492936	19493526	Rpl19-ps11	8
ENSMUSG00000081095.1	0.0	0.0	0.0	0.0	ENSMUSG00000081095	ENSMUSG00000081095	122219850	122220145	Gm14946	X
ENSMUSG00000081096.1	0.0	0.0	0.0	0.0	ENSMUSG00000081096	ENSMUSG00000081096	98146065	98150261	Gm12691	4
ENSMUSG00000081097.1	0.0	0.0	0.0	0.0	ENSMUSG00000081097	ENSMUSG00000081097	40505598	40506063	Gm12135	11
ENSMUSG00000081098.1	0.0	0.0	0.0	0.0	ENSMUSG00000081098	ENSMUSG00000081098	53929305	53929476	Gm12220	11
ENSMUSG00000081099.1	0.0	0.0	0.0	0.0	ENSMUSG00000081099	ENSMUSG00000081099	161254456	161255457	Gm5270	2
ENSMUSG00000081100.1	0.0	0.0	0.0	0.0	ENSMUSG00000081100	ENSMUSG00000081100	57631709	57631954	Gm14630	X
ENSMUSG00000081101.1	0.0	0.0	0.0	0.0	ENSMUSG00000081101	ENSMUSG00000081101	18577227	18578479	Gm12024	11
ENSMUSG00000081103.1	0.779281	0.329556	1.72081	1.44413	ENSMUSG00000081103	ENSMUSG00000081103	107171900	107172232	Rps12-ps26	11
ENSMUSG00000081104.1	0.31949099999999997	0.0	0.0	0.133446	ENSMUSG00000081104	ENSMUSG00000081104	110905244	110905741	Gm15989	5
ENSMUSG00000081106.1	0.0	0.0	0.0	0.0	ENSMUSG00000081106	ENSMUSG00000081106	75971453	75973123	Gm7155	X
ENSMUSG00000081107.1	0.0	0.0	0.0	0.0	ENSMUSG00000081107	ENSMUSG00000081107	55463840	55464009	Gm12235	11
ENSMUSG00000081108.2	0.0	0.0	0.0	0.0	ENSMUSG00000081108	ENSMUSG00000081108	102754781	102757471	Gm4234	X
ENSMUSG00000081110.1	0.0	0.0	0.0	0.0	ENSMUSG00000081110	ENSMUSG00000081110	106774816	106775029	Gm12745	4
ENSMUSG00000081111.2	0.05143380000000001	0.019199599999999997	0.101802	0.020267900000000002	ENSMUSG00000081111	ENSMUSG00000081111	97427712	97429110	Gm5913	8
ENSMUSG00000081112.1	0.0	0.0	0.0	0.0	ENSMUSG00000081112	ENSMUSG00000081112	41378078	41378621	Gm12140	11
ENSMUSG00000081113.1	0.0	0.0	0.0	0.0	ENSMUSG00000081113	ENSMUSG00000081113	127282063	127282509	Gm7308	6
ENSMUSG00000081114.1	0.0	0.0	0.0	0.0	ENSMUSG00000081114	ENSMUSG00000081114	107253553	107254290	Gm15390	1
ENSMUSG00000081115.1	0.0	0.0	0.0	0.0	ENSMUSG00000081115	ENSMUSG00000081115	13352878	13354080	Gm15913	14
ENSMUSG00000081116.1	0.0	0.0	0.0	0.0	ENSMUSG00000081116	ENSMUSG00000081116	17998241	17998505	Gm13329	2
ENSMUSG00000081117.1	0.0	0.0	0.0	0.0	ENSMUSG00000081117	ENSMUSG00000081117	71867988	71868977	Gm11233	4
ENSMUSG00000081118.1	0.0	0.0	0.0	0.0	ENSMUSG00000081118	ENSMUSG00000081118	74135133	74136187	Gm6758	X
ENSMUSG00000081119.1	0.0	0.0	0.0	0.0	ENSMUSG00000081119	ENSMUSG00000081119	53974554	53974789	Gm14601	X
ENSMUSG00000081120.1	0.0	0.0	0.0	0.0	ENSMUSG00000081120	ENSMUSG00000081120	50050909	50051403	Gm12458	4
ENSMUSG00000081121.1	0.0681117	0.0	0.0	0.083209	ENSMUSG00000081121	ENSMUSG00000081121	101875347	101876001	Gm12791	4
ENSMUSG00000081122.1	0.0	0.0	0.0	0.0	ENSMUSG00000081122	ENSMUSG00000081122	82623213	82623552	Gm13678	2
ENSMUSG00000081124.1	0.0	0.0	0.0	0.0	ENSMUSG00000081124	ENSMUSG00000081124	115682136	115682525	Gm14906	X
ENSMUSG00000081125.2	0.0	0.0	0.0	0.0	ENSMUSG00000081125	ENSMUSG00000081125	142570508	142570946	Rpl26-ps5	2
ENSMUSG00000081126.1	1.93409	0.88538	1.5641399999999999	1.44577	ENSMUSG00000081126	ENSMUSG00000081126	149361686	149363147	Gm15784	6
ENSMUSG00000081127.1	0.0	0.0	0.0	0.0	ENSMUSG00000081127	ENSMUSG00000081127	44313427	44314058	Gm12677	4
ENSMUSG00000081128.1	0.111179	0.041918199999999996	0.133188	0.0887428	ENSMUSG00000081128	ENSMUSG00000081128	20235045	20236064	Gm13328	2
ENSMUSG00000081129.1	0.0	0.0	0.0	0.0	ENSMUSG00000081129	ENSMUSG00000081129	45497853	45498874	Gm14605	X
ENSMUSG00000081130.1	0.0	0.0	0.0	0.0	ENSMUSG00000081130	ENSMUSG00000081130	121520583	121521047	Gm8217	1
ENSMUSG00000081131.1	0.0	0.0	0.0	0.0	ENSMUSG00000081131	ENSMUSG00000081131	107344586	107345612	Gm14833	X
